loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-01683,BR-00083,EDUCATION,2019-02-03,2024-02-03,500000,182444.0,10.45,60,IL,EDUCATION_EXPENSE,A,7,150K+,CURRENT,0,BlueRiver Finance,2024-08-10,2025-04-19,EXPIRED,ORIGINATION
LN-01684,BR-00084,PERSONAL,2024-06-18,2039-06-19,75000,28630.98,13.34,180,TX,MEDICAL,E,20,100K-150K,DELINQUENT,45,Cedar Capital,2025-05-20,2026-05-17,AVAILABLE,SERVICING
LN-01685,BR-00085,HOME,2023-01-31,2038-01-31,5000,2134.09,10.21,180,OR,HOME_PURCHASE,C,20,100K-150K,CURRENT,0,Apex Loan Services,2025-07-06,2025-04-17,AVAILABLE,SERVICING
LN-01686,BR-00086,AUTO,2024-02-12,2044-02-12,10000,872.3,7.94,240,MI,VEHICLE_PURCHASE,D,3,<30K,CURRENT,0,NorthStar Servicing,2025-04-27,2026-03-19,AVAILABLE,ORIGINATION
LN-01687,BR-00087,HOME,2023-05-07,2030-05-06,150000,137982.06,14.09,84,OR,HOME_PURCHASE,B,7,75K-100K,DELINQUENT,60,Apex Loan Services,2025-11-02,2026-08-04,AVAILABLE,API_IMPORT
LN-01688,BR-00088,HOME,2023-12-05,2030-12-04,15000,13148.64,8.41,84,MI,HOME_PURCHASE,D,20,100K-150K,DELINQUENT,30,Apex Loan Services,2024-12-27,2026-05-06,AVAILABLE,API_IMPORT
LN-01689,BR-00089,EDUCATION,2025-07-28,2026-07-28,5000,1351.47,14.84,12,MI,EDUCATION_EXPENSE,A,7,30K-50K,DELINQUENT,180,BlueRiver Finance,2026-02-22,2025-12-12,AVAILABLE,SERVICING
LN-01690,BR-00090,PERSONAL,2021-07-23,2036-07-23,500000,278526.48,11.2,180,WA,DEBT_CONSOLIDATION,E,2,<30K,CURRENT,0,Cedar Capital,2024-08-13,2025-01-01,AVAILABLE,ORIGINATION
LN-01691,BR-00091,BUSINESS,2022-04-08,2052-04-08,10000,3776.04,7.66,360,CA,WORKING_CAPITAL,A,3,50K-75K,DEFAULT,120,NorthStar Servicing,2023-10-17,2026-06-14,AVAILABLE,SERVICING
LN-01692,BR-00092,AUTO,2022-09-29,2026-09-29,100000,95607.3,20.67,48,MI,VEHICLE_PURCHASE,C,15,50K-75K,CURRENT,0,Apex Loan Services,2025-08-22,2026-07-22,AVAILABLE,API_IMPORT
LN-01693,BR-00093,HOME,2023-05-16,2038-05-16,150000,85113.01,15.12,180,MN,HOME_IMPROVEMENT,D,2,50K-75K,CURRENT,0,Apex Loan Services,2024-01-15,2026-07-17,AVAILABLE,ORIGINATION
LN-01694,BR-00094,AUTO,2024-07-18,2028-07-18,10000,6571.05,18.28,48,PA,VEHICLE_REFINANCE,D,15,75K-100K,CURRENT,0,Cedar Capital,2024-11-08,2025-12-17,AVAILABLE,ORIGINATION
LN-01695,BR-00095,PERSONAL,2022-06-26,2024-06-25,150000,33456.25,13.65,24,MN,DEBT_CONSOLIDATION,B,20,100K-150K,DELINQUENT,180,BlueRiver Finance,2026-02-16,2025-06-16,AVAILABLE,API_IMPORT
LN-01696,BR-00096,EDUCATION,2024-08-28,2034-08-28,250000,104336.14,17.65,120,IL,EDUCATION_EXPENSE,E,3,150K+,DELINQUENT,180,Cedar Capital,2024-12-05,2025-12-15,EXPIRED,API_IMPORT
LN-01697,BR-00097,AUTO,2025-01-13,2026-01-13,250000,59074.86,6.04,12,GA,VEHICLE_REFINANCE,E,15,75K-100K,DELINQUENT,60,BlueRiver Finance,2025-09-17,2026-07-13,AVAILABLE,SERVICING
LN-01698,BR-00098,AUTO,2019-12-09,2023-12-09,15000,12606.71,5.28,48,IL,VEHICLE_PURCHASE,E,20,30K-50K,CURRENT,0,BlueRiver Finance,2026-07-31,2025-06-01,AVAILABLE,SERVICING
LN-01699,BR-00099,EDUCATION,2023-12-17,2024-12-16,100000,51232.19,5.87,12,TN,TUITION,D,15,75K-100K,CURRENT,0,BlueRiver Finance,2026-04-24,2025-07-01,AVAILABLE,API_IMPORT
LN-01700,BR-00100,BUSINESS,2020-05-09,2022-05-09,25000,12724.12,6.54,24,MA,EXPANSION,A,7,30K-50K,DELINQUENT,45,NorthStar Servicing,2024-01-28,2025-07-04,AVAILABLE,SERVICING
LN-01701,BR-00101,EDUCATION,2024-02-27,2031-02-26,500000,383729.49,14.32,84,IL,EDUCATION_EXPENSE,E,20,100K-150K,CURRENT,0,NorthStar Servicing,2026-06-12,2026-02-05,EXPIRED,API_IMPORT
LN-01702,BR-00102,BUSINESS,2019-01-29,2024-01-29,5000,3180.61,19.79,60,IL,EQUIPMENT,A,3,150K+,DELINQUENT,60,Cedar Capital,2023-07-02,2025-04-01,AVAILABLE,SERVICING
LN-01703,BR-00103,BUSINESS,2023-12-08,2038-12-08,75000,30844.4,11.15,180,VA,WORKING_CAPITAL,A,20,100K-150K,CURRENT,0,Apex Loan Services,2025-03-05,2025-11-08,EXPIRED,ORIGINATION
LN-01704,BR-00104,PERSONAL,2021-10-16,2022-10-16,150000,44459.76,18.75,12,MA,DEBT_CONSOLIDATION,C,2,100K-150K,CURRENT,0,BlueRiver Finance,2025-06-21,2025-09-05,AVAILABLE,SERVICING
LN-01705,BR-00105,EDUCATION,2021-10-15,2041-10-15,100000,61878.02,11.08,240,GA,EDUCATION_EXPENSE,C,5,150K+,CURRENT,0,Cedar Capital,2025-02-13,2025-06-08,AVAILABLE,SERVICING
LN-01706,BR-00106,EDUCATION,2019-10-16,2022-10-15,250000,71169.15,12.59,36,MN,EDUCATION_EXPENSE,B,3,150K+,DELINQUENT,45,Apex Loan Services,2025-01-26,2025-10-24,AVAILABLE,API_IMPORT
LN-01707,BR-00107,HOME,2020-02-10,2027-02-09,10000,7505.8,11.21,84,MI,HOME_PURCHASE,A,5,100K-150K,CURRENT,0,Apex Loan Services,2024-01-16,2026-08-18,AVAILABLE,SERVICING
LN-01708,BR-00108,HOME,2023-01-30,2024-01-30,250000,155810.44,21.04,12,NJ,HOME_PURCHASE,A,15,150K+,CURRENT,0,Cedar Capital,2026-07-20,2026-02-17,EXPIRED,API_IMPORT
LN-01709,BR-00109,EDUCATION,2021-06-02,2031-06-02,250000,19710.54,12.81,120,AZ,EDUCATION_EXPENSE,E,1,30K-50K,CURRENT,0,BlueRiver Finance,2022-07-17,2026-04-24,AVAILABLE,API_IMPORT
LN-01710,BR-00110,BUSINESS,2024-02-26,2026-02-25,15000,4923.62,12.76,24,TN,EXPANSION,C,3,30K-50K,DEFAULT,120,Cedar Capital,2025-08-21,2026-08-01,AVAILABLE,ORIGINATION
LN-01711,BR-00111,HOME,2022-10-14,2027-10-14,15000,3491.14,12.64,60,MN,HOME_IMPROVEMENT,D,20,30K-50K,CURRENT,0,Apex Loan Services,2026-02-05,2026-07-31,AVAILABLE,API_IMPORT
LN-01712,BR-00112,BUSINESS,2024-02-26,2025-02-25,150000,35081.08,11.92,12,TX,WORKING_CAPITAL,D,1,100K-150K,CURRENT,0,Cedar Capital,2025-10-12,2026-02-01,AVAILABLE,ORIGINATION
LN-01713,BR-00113,AUTO,2022-07-09,2026-07-09,100000,58611.76,14.39,48,NJ,VEHICLE_PURCHASE,A,7,<30K,CURRENT,0,NorthStar Servicing,2023-09-30,2025-09-26,AVAILABLE,ORIGINATION
LN-01714,BR-00114,BUSINESS,2019-09-30,2029-09-29,75000,23795.23,5.32,120,VA,WORKING_CAPITAL,E,20,30K-50K,CURRENT,0,Apex Loan Services,2023-08-06,2026-01-14,AVAILABLE,SERVICING
LN-01715,BR-00115,AUTO,2020-01-02,2021-01-01,250000,189714.0,11.59,12,PA,VEHICLE_PURCHASE,A,20,30K-50K,DELINQUENT,30,Apex Loan Services,2020-06-16,2025-11-20,EXPIRED,SERVICING
LN-01716,BR-00116,BUSINESS,2025-12-31,2056-01-01,50000,2310.69,18.76,360,AZ,EQUIPMENT,D,7,<30K,DEFAULT,90,BlueRiver Finance,2026-03-16,2026-04-16,AVAILABLE,ORIGINATION
LN-01717,BR-00117,AUTO,2021-06-26,2026-06-26,100000,47202.18,7.91,60,CO,VEHICLE_PURCHASE,A,20,100K-150K,CURRENT,0,NorthStar Servicing,2024-02-19,2026-04-03,AVAILABLE,ORIGINATION
LN-01718,BR-00118,BUSINESS,2021-09-11,2051-09-12,75000,19489.94,16.86,360,VA,EXPANSION,B,15,75K-100K,DELINQUENT,15,BlueRiver Finance,2023-10-15,2025-02-04,AVAILABLE,ORIGINATION
LN-01719,BR-00119,PERSONAL,2022-09-08,2024-09-07,100000,91349.56,6.2,24,AZ,HOME_IMPROVEMENT,E,20,75K-100K,DELINQUENT,45,Apex Loan Services,2026-03-18,2025-10-02,AVAILABLE,SERVICING
LN-01720,BR-00120,BUSINESS,2021-05-03,2023-05-03,5000,1950.45,7.75,24,CO,WORKING_CAPITAL,C,5,75K-100K,DELINQUENT,30,BlueRiver Finance,2023-11-30,2025-11-03,AVAILABLE,ORIGINATION
LN-01721,BR-00121,BUSINESS,2022-02-06,2023-02-06,5000,1115.95,12.93,12,TN,EQUIPMENT,A,15,150K+,CURRENT,0,Apex Loan Services,2026-03-14,2026-03-10,AVAILABLE,ORIGINATION
LN-01722,BR-00122,HOME,2025-09-05,2026-09-05,250000,233448.11,7.79,12,TN,HOME_REFINANCE,D,2,30K-50K,CURRENT,0,NorthStar Servicing,2026-01-07,2025-11-14,AVAILABLE,ORIGINATION
LN-01723,BR-00123,BUSINESS,2022-09-08,2032-09-07,5000,3972.26,14.83,120,TX,EXPANSION,C,2,50K-75K,DELINQUENT,45,Cedar Capital,2023-04-08,2025-05-04,AVAILABLE,ORIGINATION
LN-01724,BR-00124,HOME,2022-06-18,2032-06-17,25000,23814.32,8.92,120,MN,HOME_REFINANCE,A,2,50K-75K,CURRENT,0,Cedar Capital,2026-03-21,2026-08-19,AVAILABLE,API_IMPORT
LN-01725,BR-00125,AUTO,2021-04-08,2025-04-08,5000,1253.28,9.22,48,OR,VEHICLE_REFINANCE,A,10,50K-75K,CURRENT,0,BlueRiver Finance,2022-10-14,2026-02-03,AVAILABLE,API_IMPORT
LN-01726,BR-00126,BUSINESS,2024-08-24,2034-08-24,15000,2973.82,9.26,120,MA,WORKING_CAPITAL,D,10,30K-50K,DELINQUENT,45,NorthStar Servicing,2025-01-12,2026-06-04,AVAILABLE,ORIGINATION
LN-01727,BR-00127,EDUCATION,2024-08-15,2025-08-15,10000,667.82,16.18,12,GA,EDUCATION_EXPENSE,D,7,75K-100K,DELINQUENT,180,Apex Loan Services,2025-12-13,2025-11-04,MISSING,SERVICING
LN-01728,BR-00128,BUSINESS,2021-07-08,2027-07-08,5000,468.37,18.18,72,MA,EQUIPMENT,A,10,<30K,CURRENT,0,Cedar Capital,2025-09-08,2025-07-10,AVAILABLE,API_IMPORT
LN-01729,BR-00129,PERSONAL,2019-07-20,2029-07-19,75000,63672.94,12.37,120,TX,MEDICAL,A,7,<30K,DEFAULT,180,NorthStar Servicing,2020-10-06,2025-02-22,PENDING,SERVICING
LN-01730,BR-00130,EDUCATION,2024-07-31,2044-07-31,75000,7100.09,7.68,240,AZ,TUITION,E,7,100K-150K,CURRENT,0,NorthStar Servicing,2026-06-14,2026-02-04,EXPIRED,API_IMPORT
LN-01731,BR-00131,AUTO,2019-02-04,2023-02-04,50000,43379.13,9.93,48,AZ,VEHICLE_REFINANCE,B,10,75K-100K,CURRENT,0,BlueRiver Finance,2025-10-25,2025-05-02,AVAILABLE,API_IMPORT
LN-01732,BR-00132,BUSINESS,2025-12-13,2055-12-14,75000,18248.64,16.7,360,FL,EXPANSION,B,3,30K-50K,CURRENT,0,NorthStar Servicing,2026-01-30,2025-12-22,AVAILABLE,API_IMPORT
LN-01733,BR-00133,HOME,2019-05-19,2025-05-18,150000,72364.83,5.92,72,NY,HOME_PURCHASE,E,20,30K-50K,CURRENT,0,Cedar Capital,2021-10-18,2026-02-09,PENDING,API_IMPORT
LN-01734,BR-00134,HOME,2022-11-30,2029-11-29,10000,6206.61,13.35,84,NC,HOME_PURCHASE,B,7,<30K,DEFAULT,90,Apex Loan Services,2026-02-23,2025-07-27,AVAILABLE,SERVICING
LN-01735,BR-00135,BUSINESS,2022-09-22,2027-09-22,10000,9283.18,17.31,60,IL,EQUIPMENT,C,15,<30K,CURRENT,0,NorthStar Servicing,2023-10-13,2025-12-30,EXPIRED,SERVICING
LN-01736,BR-00136,PERSONAL,2021-06-24,2022-06-24,150000,87376.15,4.56,12,NY,MEDICAL,C,20,50K-75K,CURRENT,0,BlueRiver Finance,2024-01-30,2025-03-18,MISSING,ORIGINATION
LN-01737,BR-00137,BUSINESS,2021-10-29,2028-10-28,10000,8642.74,14.4,84,CA,EXPANSION,A,10,50K-75K,CURRENT,0,Cedar Capital,2023-05-16,2025-11-22,AVAILABLE,ORIGINATION
LN-01738,BR-00138,BUSINESS,2019-02-16,2021-02-15,100000,49553.02,11.01,24,MI,WORKING_CAPITAL,B,10,30K-50K,DEFAULT,90,NorthStar Servicing,2021-11-10,2025-01-10,EXPIRED,ORIGINATION
LN-01739,BR-00139,HOME,2021-02-10,2051-02-11,75000,12156.31,17.09,360,NY,HOME_PURCHASE,E,7,50K-75K,CURRENT,0,Cedar Capital,2023-10-12,2026-02-22,AVAILABLE,SERVICING
LN-01740,BR-00140,PERSONAL,2021-02-26,2027-02-26,75000,11810.16,12.41,72,TN,HOME_IMPROVEMENT,C,20,150K+,CURRENT,0,NorthStar Servicing,2024-08-04,2025-06-12,AVAILABLE,API_IMPORT
LN-01741,BR-00141,HOME,2025-03-02,2055-03-03,5000,4362.84,10.95,360,NJ,HOME_IMPROVEMENT,B,1,75K-100K,DEFAULT,120,Cedar Capital,2025-07-17,2026-01-12,AVAILABLE,API_IMPORT
LN-01742,BR-00142,BUSINESS,2025-08-31,2029-08-31,15000,2343.19,5.75,48,MN,EQUIPMENT,A,5,150K+,CURRENT,0,Apex Loan Services,2026-07-04,2026-07-01,PENDING,ORIGINATION
LN-01743,BR-00143,BUSINESS,2022-11-27,2026-11-27,15000,0,11.33,48,IL,EQUIPMENT,C,2,75K-100K,CLOSED,0,NorthStar Servicing,2023-02-25,2025-09-29,AVAILABLE,API_IMPORT
LN-01744,BR-00144,BUSINESS,2023-06-03,2026-06-02,10000,9118.07,13.82,36,TX,EQUIPMENT,C,2,50K-75K,CURRENT,0,Cedar Capital,2024-09-27,2026-06-04,AVAILABLE,API_IMPORT
LN-01745,BR-00145,EDUCATION,2019-09-01,2020-08-31,500000,327687.39,5.68,12,AZ,TUITION,E,2,150K+,DELINQUENT,45,NorthStar Servicing,2025-04-26,2025-05-21,AVAILABLE,SERVICING
LN-01746,BR-00146,AUTO,2020-03-27,2023-03-27,150000,94176.77,12.13,36,GA,VEHICLE_PURCHASE,C,3,150K+,CURRENT,0,Apex Loan Services,2020-12-31,2026-07-27,AVAILABLE,ORIGINATION
LN-01747,BR-00147,PERSONAL,2024-11-09,2034-11-09,50000,35365.04,8.34,120,NC,MEDICAL,B,5,<30K,DELINQUENT,90,BlueRiver Finance,2026-01-27,2025-06-18,PENDING,API_IMPORT
LN-01748,BR-00148,AUTO,2025-03-29,2030-03-29,25000,8687.41,10.25,60,TN,VEHICLE_PURCHASE,A,20,30K-50K,CURRENT,0,Apex Loan Services,2025-07-08,2025-05-02,AVAILABLE,SERVICING
LN-01749,BR-00149,BUSINESS,2020-04-07,2027-04-07,10000,5186.32,18.52,84,FL,EQUIPMENT,B,15,<30K,DEFAULT,180,BlueRiver Finance,2020-07-31,2025-09-06,AVAILABLE,API_IMPORT
LN-01750,BR-00150,AUTO,2023-02-01,2038-02-01,250000,31952.37,7.42,180,MD,VEHICLE_PURCHASE,A,5,100K-150K,CURRENT,0,Cedar Capital,2025-10-16,2025-02-27,MISSING,ORIGINATION
LN-01751,BR-00151,EDUCATION,2020-05-31,2023-05-31,50000,23026.33,5.78,36,PA,TUITION,B,2,<30K,CURRENT,0,NorthStar Servicing,2020-07-28,2026-03-05,AVAILABLE,API_IMPORT
LN-01752,BR-00152,PERSONAL,2020-06-09,2026-06-09,50000,45893.24,13.44,72,MA,DEBT_CONSOLIDATION,D,1,75K-100K,CURRENT,0,NorthStar Servicing,2025-06-25,2025-08-24,AVAILABLE,ORIGINATION
LN-01753,BR-00153,AUTO,2019-09-03,2020-09-02,250000,202412.11,14.17,12,VA,VEHICLE_REFINANCE,E,20,100K-150K,DELINQUENT,15,NorthStar Servicing,2024-06-23,2025-06-12,AVAILABLE,SERVICING
LN-01754,BR-00154,HOME,2024-06-19,2039-06-20,500000,0,16.22,180,FL,HOME_IMPROVEMENT,B,5,75K-100K,CLOSED,0,BlueRiver Finance,2026-05-18,2026-08-02,MISSING,API_IMPORT
LN-01755,BR-00155,PERSONAL,2022-06-08,2026-06-08,50000,31212.72,14.76,48,MD,HOME_IMPROVEMENT,A,3,75K-100K,CURRENT,0,Cedar Capital,2023-11-28,2025-03-18,PENDING,API_IMPORT
LN-01756,BR-00156,HOME,2020-04-12,2022-04-12,10000,4298.08,4.93,24,CO,HOME_REFINANCE,E,15,30K-50K,CURRENT,0,NorthStar Servicing,2024-08-06,2025-09-17,AVAILABLE,SERVICING
LN-01757,BR-00157,PERSONAL,2022-06-24,2037-06-24,15000,7566.18,6.12,180,OH,DEBT_CONSOLIDATION,B,3,50K-75K,CURRENT,0,BlueRiver Finance,2023-11-07,2026-01-17,PENDING,SERVICING
LN-01758,BR-00158,PERSONAL,2020-07-08,2040-07-08,250000,10772.27,6.72,240,MD,HOME_IMPROVEMENT,D,2,<30K,DEFAULT,120,NorthStar Servicing,2022-03-18,2026-04-06,PENDING,SERVICING
LN-01759,BR-00159,BUSINESS,2024-04-12,2030-04-12,75000,17942.6,13.58,72,VA,WORKING_CAPITAL,A,15,100K-150K,CURRENT,0,Apex Loan Services,2025-05-18,2025-02-04,AVAILABLE,ORIGINATION
LN-01760,BR-00160,BUSINESS,2025-06-09,2030-06-09,25000,15100.79,13.77,60,GA,EQUIPMENT,E,2,100K-150K,DEFAULT,120,BlueRiver Finance,2026-01-27,2025-11-12,AVAILABLE,SERVICING
LN-01761,BR-00161,BUSINESS,2024-10-31,2031-10-31,25000,11350.42,7.36,84,TN,EQUIPMENT,C,2,150K+,CURRENT,0,Cedar Capital,2025-07-20,2025-10-23,PENDING,ORIGINATION
LN-01762,BR-00162,PERSONAL,2022-11-05,2024-11-04,250000,155326.05,16.54,24,CA,HOME_IMPROVEMENT,D,3,150K+,CURRENT,0,Apex Loan Services,2026-06-18,2025-02-24,AVAILABLE,ORIGINATION
LN-01763,BR-00163,AUTO,2020-04-27,2027-04-27,250000,223864.84,17.67,84,OH,VEHICLE_REFINANCE,C,20,<30K,CURRENT,0,NorthStar Servicing,2023-05-10,2025-11-05,AVAILABLE,API_IMPORT
LN-01764,BR-00164,BUSINESS,2021-09-22,2027-09-22,15000,12581.95,17.39,72,MN,EQUIPMENT,C,1,100K-150K,DELINQUENT,180,Apex Loan Services,2025-12-23,2026-07-02,AVAILABLE,API_IMPORT
LN-01765,BR-00165,HOME,2020-10-09,2027-10-09,500000,489574.61,14.11,84,MN,HOME_IMPROVEMENT,E,5,100K-150K,CURRENT,0,Cedar Capital,2024-09-14,2026-07-30,AVAILABLE,SERVICING
LN-01766,BR-00166,HOME,2024-10-24,2030-10-24,10000,1976.75,13.44,72,MN,HOME_IMPROVEMENT,D,7,100K-150K,CURRENT,0,Cedar Capital,2026-07-11,2025-09-05,AVAILABLE,SERVICING
LN-01767,BR-00167,AUTO,2020-02-09,2023-02-08,500000,378437.17,9.66,36,PA,VEHICLE_REFINANCE,D,3,50K-75K,CURRENT,0,Apex Loan Services,2022-10-30,2025-02-16,AVAILABLE,ORIGINATION
LN-01768,BR-00168,EDUCATION,2022-02-22,2029-02-21,100000,57576.19,8.18,84,MA,TUITION,A,10,50K-75K,CURRENT,0,NorthStar Servicing,2023-12-03,2025-04-12,EXPIRED,ORIGINATION
LN-01769,BR-00169,BUSINESS,2021-07-30,2023-07-30,10000,3028.82,6.01,24,WA,EQUIPMENT,A,10,75K-100K,CURRENT,0,Cedar Capital,2026-04-05,2025-02-09,AVAILABLE,SERVICING
LN-01770,BR-00170,HOME,2023-09-22,2043-09-22,75000,5896.59,17.24,240,AZ,HOME_PURCHASE,D,10,30K-50K,CURRENT,0,NorthStar Servicing,2025-07-12,2026-02-13,AVAILABLE,API_IMPORT
LN-01771,BR-00171,AUTO,2024-06-20,2034-06-20,10000,327.93,9.03,120,AZ,VEHICLE_REFINANCE,D,10,30K-50K,CURRENT,0,NorthStar Servicing,2026-01-03,2025-11-08,AVAILABLE,ORIGINATION
LN-01772,BR-00172,AUTO,2019-03-09,2020-03-08,500000,25547.87,18.84,12,CO,VEHICLE_REFINANCE,E,10,75K-100K,CURRENT,0,Cedar Capital,2021-06-16,2026-07-03,AVAILABLE,API_IMPORT
LN-01773,BR-00173,HOME,2021-03-25,2051-03-26,25000,3223.46,8.24,360,FL,HOME_REFINANCE,A,5,150K+,CURRENT,0,BlueRiver Finance,2024-04-29,2025-09-06,AVAILABLE,SERVICING
LN-01774,BR-00174,EDUCATION,2024-06-12,2030-06-12,50000,40811.59,7.68,72,PA,EDUCATION_EXPENSE,E,20,<30K,CURRENT,0,Apex Loan Services,2026-04-02,2025-01-15,AVAILABLE,SERVICING
LN-01775,BR-00175,HOME,2024-01-14,2044-01-14,25000,15705.67,16.65,240,OR,HOME_REFINANCE,C,3,100K-150K,CURRENT,0,NorthStar Servicing,2025-03-09,2025-10-25,EXPIRED,API_IMPORT
LN-01776,BR-00176,AUTO,2022-11-24,2023-11-24,25000,13198.37,13.06,12,FL,VEHICLE_REFINANCE,D,5,75K-100K,CURRENT,0,Cedar Capital,2023-02-17,2026-02-11,AVAILABLE,ORIGINATION
LN-01777,BR-00177,HOME,2024-02-09,2054-02-09,25000,11204.2,10.41,360,MI,HOME_IMPROVEMENT,E,1,150K+,CURRENT,0,Cedar Capital,2025-04-06,2025-01-05,MISSING,SERVICING
LN-01778,BR-00178,HOME,2025-08-30,2027-08-30,50000,6352.31,17.34,24,MA,HOME_IMPROVEMENT,A,20,30K-50K,DELINQUENT,90,Cedar Capital,2026-03-22,2026-06-07,AVAILABLE,ORIGINATION
LN-01779,BR-00179,AUTO,2020-06-02,2023-06-02,10000,4707.77,5.54,36,AZ,VEHICLE_PURCHASE,A,1,100K-150K,CURRENT,0,Apex Loan Services,2022-10-29,2026-05-12,PENDING,API_IMPORT
LN-01780,BR-00180,BUSINESS,2024-09-13,2026-09-13,500000,23101.9,12.18,24,OH,EXPANSION,B,2,150K+,CURRENT,0,NorthStar Servicing,2026-07-25,2025-04-04,AVAILABLE,SERVICING
LN-01781,BR-00181,EDUCATION,2023-05-05,2038-05-05,100000,41210.11,7.85,180,GA,TUITION,C,1,100K-150K,CURRENT,0,BlueRiver Finance,2023-09-12,2025-08-07,EXPIRED,SERVICING
LN-01782,BR-00182,AUTO,2024-11-15,2054-11-16,25000,14790.06,4.92,360,NJ,VEHICLE_REFINANCE,D,5,<30K,CURRENT,0,NorthStar Servicing,2025-06-06,2025-04-18,PENDING,SERVICING
LN-01783,BR-00183,HOME,2025-10-01,2032-09-30,150000,73150.9,18.56,84,OR,HOME_PURCHASE,B,5,30K-50K,CURRENT,0,Apex Loan Services,2026-05-09,2025-12-02,AVAILABLE,API_IMPORT
LN-01784,BR-00184,EDUCATION,2020-12-07,2024-12-07,500000,467648.36,21.54,48,TN,EDUCATION_EXPENSE,C,20,150K+,DELINQUENT,15,BlueRiver Finance,2025-05-20,2026-01-10,AVAILABLE,ORIGINATION
LN-01785,BR-00185,BUSINESS,2025-06-14,2026-06-14,100000,39657.86,16.75,12,WA,WORKING_CAPITAL,C,10,100K-150K,CURRENT,0,BlueRiver Finance,2025-11-04,2026-03-30,AVAILABLE,API_IMPORT
LN-01786,BR-00186,PERSONAL,2025-12-08,2026-12-08,100000,40410.98,16.77,12,NC,DEBT_CONSOLIDATION,B,1,150K+,CURRENT,0,Apex Loan Services,2026-05-30,2026-07-19,AVAILABLE,SERVICING
LN-01787,BR-00187,PERSONAL,2025-12-15,2028-12-14,15000,12808.02,14.19,36,NJ,DEBT_CONSOLIDATION,D,10,75K-100K,CURRENT,0,NorthStar Servicing,2026-06-24,2026-07-01,MISSING,SERVICING
LN-01788,BR-00188,BUSINESS,2023-07-12,2030-07-11,250000,107888.26,20.28,84,PA,WORKING_CAPITAL,B,3,150K+,CURRENT,0,BlueRiver Finance,2025-01-28,2025-12-21,AVAILABLE,SERVICING
LN-01789,BR-00189,PERSONAL,2023-01-25,2043-01-25,50000,45169.46,21.37,240,CO,HOME_IMPROVEMENT,A,2,50K-75K,CURRENT,0,Apex Loan Services,2026-04-17,2026-07-15,PENDING,SERVICING
LN-01790,BR-00190,BUSINESS,2020-12-26,2026-12-26,250000,176386.02,7.72,72,WA,EXPANSION,E,2,75K-100K,CURRENT,0,NorthStar Servicing,2022-07-11,2025-10-06,AVAILABLE,ORIGINATION
LN-01791,BR-00191,PERSONAL,2025-05-22,2055-05-23,150000,76817.06,7.99,360,NY,MEDICAL,D,20,75K-100K,DELINQUENT,30,Apex Loan Services,2025-11-02,2025-07-16,AVAILABLE,ORIGINATION
LN-01792,BR-00192,PERSONAL,2022-02-20,2042-02-20,150000,9527.21,12.75,240,GA,MEDICAL,E,1,150K+,CURRENT,0,Apex Loan Services,2024-08-24,2025-11-27,AVAILABLE,API_IMPORT
LN-01793,BR-00193,PERSONAL,2020-02-07,2026-02-06,25000,12281.29,6.77,72,CA,DEBT_CONSOLIDATION,C,3,75K-100K,CURRENT,0,Apex Loan Services,2022-05-20,2025-01-06,AVAILABLE,API_IMPORT
LN-01794,BR-00194,HOME,2022-04-03,2032-04-02,25000,5959.74,10.98,120,NC,HOME_PURCHASE,D,10,150K+,DEFAULT,90,Cedar Capital,2022-06-07,2025-01-09,AVAILABLE,API_IMPORT
LN-01795,BR-00195,BUSINESS,2020-09-13,2025-09-13,50000,27913.38,20.83,60,TX,EXPANSION,E,3,75K-100K,CURRENT,0,Cedar Capital,2021-07-17,2025-04-26,PENDING,ORIGINATION
LN-01796,BR-00196,BUSINESS,2021-11-13,2051-11-14,100000,43787.7,6.34,360,MN,EQUIPMENT,D,20,50K-75K,CURRENT,0,Apex Loan Services,2023-09-18,2025-02-04,AVAILABLE,ORIGINATION
LN-01797,BR-00197,AUTO,2024-04-15,2044-04-15,250000,188892.79,15.09,240,MD,VEHICLE_PURCHASE,D,1,30K-50K,CURRENT,0,BlueRiver Finance,2026-07-20,2025-11-01,AVAILABLE,ORIGINATION
LN-01798,BR-00198,AUTO,2023-05-03,2027-05-03,250000,36712.45,20.28,48,MI,VEHICLE_PURCHASE,A,15,75K-100K,CURRENT,0,BlueRiver Finance,2024-05-19,2025-05-04,AVAILABLE,API_IMPORT
LN-01799,BR-00199,BUSINESS,2019-11-28,2026-11-27,75000,4444.18,19.31,84,TX,WORKING_CAPITAL,D,15,30K-50K,CURRENT,0,BlueRiver Finance,2022-07-02,2026-07-09,AVAILABLE,API_IMPORT
LN-01800,BR-00200,HOME,2023-06-08,2024-06-07,500000,116579.03,7.32,12,CA,HOME_IMPROVEMENT,B,20,<30K,CURRENT,0,Cedar Capital,2024-03-02,2026-06-07,AVAILABLE,SERVICING
LN-01801,BR-00201,BUSINESS,2023-08-09,2026-08-08,50000,8628.3,15.16,36,IL,WORKING_CAPITAL,B,20,50K-75K,DELINQUENT,120,BlueRiver Finance,2024-08-17,2025-02-04,EXPIRED,ORIGINATION
